=== 节点 (Nodes) ===
id,type,name,category,region,platform,heat_score,sentiment,velocity,keywords
topic_00080,topic_00082,related,1.0
topic_00080,topic_00071,related,1.0
topic_00080,topic_00030,related,1.0
topic_00080,topic_00099,related,1.0
topic_00080,topic_00005,related,1.0
topic_00080,topic_00027,related,1.0
topic_00080,topic_00069,related,1.0
topic_00080,topic_00044,related,1.0
topic_00080,topic_00015,related,1.0
topic_00080,topic_00047,related,1.0
topic_00080,topic_00129,related,1.0
topic_00080,topic_00057,related,1.0
topic_00080,topic_00034,related,1.0
topic_00080,topic_00090,related,1.0
topic_00080,topic_00074,related,1.0
topic_00080,topic_00053,related,1.0
topic_00080,topic_00009,related,1.0
topic_00080,topic_00045,related,1.0
topic_00080,topic_00046,related,1.0
topic_00080,topic_00017,related,1.0
topic_00080,topic_00077,related,1.0
topic_00080,topic_00094,related,1.0
topic_00080,topic_00092,related,1.0
topic_00080,topic_00125,related,1.0
topic_00080,topic_00070,related,1.0
topic_00080,topic_00088,related,1.0
topic_00080,topic_00118,related,1.0
topic_00080,topic_00032,related,1.0
topic_00080,topic_00114,related,1.0
topic_00080,topic_00037,related,1.0
topic_00080,topic_00109,related,1.0
topic_00080,topic_00020,related,1.0
topic_00080,topic_00124,related,1.0
topic_00080,topic_00105,related,1.0
topic_00080,topic_00111,related,1.0
topic_00080,topic_00065,related,1.0
topic_00080,topic_00040,related,1.0
topic_00058,topic_00087,related,1.0
topic_00058,topic_00119,related,1.0
topic_00058,topic_00126,related,1.0
topic_00058,topic_00056,related,1.0
topic_00058,topic_00098,related,1.0
topic_00058,topic_00082,related,1.0
topic_00058,topic_00071,related,1.0
topic_00058,topic_00030,related,1.0
topic_00058,topic_00099,related,1.0
topic_00058,topic_00005,related,1.0
topic_00058,topic_00027,related,1.0
topic_00058,topic_00069,related,1.0
topic_00058,topic_00044,related,1.0
topic_00058,topic_00015,related,1.0
topic_00058,topic_00047,related,1.0
topic_00058,topic_00129,related,1.0
topic_00058,topic_00057,related,1.0
topic_00058,topic_00034,related,1.0
topic_00058,topic_00090,related,1.0
topic_00058,topic_00074,related,1.0
topic_00058,topic_00053,related,1.0
topic_00058,topic_00009,related,1.0
topic_00058,topic_00045,related,1.0
topic_00058,topic_00046,related,1.0
topic_00058,topic_00017,related,1.0
topic_00058,topic_00077,related,1.0
topic_00058,topic_00094,related,1.0
topic_00058,topic_00092,related,1.0
topic_00058,topic_00125,related,1.0
topic_00058,topic_00070,related,1.0
topic_00058,topic_00088,related,1.0
topic_00058,topic_00118,related,1.0
topic_00058,topic_00032,related,1.0
topic_00058,topic_00114,related,1.0
topic_00058,topic_00037,related,1.0
topic_00058,topic_00109,related,1.0
topic_00058,topic_00020,related,1.0
topic_00058,topic_00124,related,1.0
topic_00058,topic_00105,related,1.0
topic_00058,topic_00111,related,1.0
topic_00058,topic_00065,related,1.0
topic_00058,topic_00040,related,1.0
topic_00087,topic_00119,related,1.0
topic_00087,topic_00126,related,1.0
topic_00087,topic_00056,related,1.0
topic_00087,topic_00098,related,1.0
topic_00087,topic_00082,related,1.0
topic_00087,topic_00071,related,1.0
topic_00087,topic_00030,related,1.0
topic_00087,topic_00099,related,1.0
topic_00087,topic_00005,related,1.0
topic_00087,topic_00027,related,1.0
topic_00087,topic_00069,related,1.0
topic_00087,topic_00044,related,1.0
topic_00087,topic_00015,related,1.0
topic_00087,topic_00047,related,1.0
topic_00087,topic_00129,related,1.0
topic_00087,topic_00057,related,1.0
topic_00087,topic_00034,related,1.0
topic_00087,topic_00090,related,1.0
topic_00087,topic_00074,related,1.0
topic_00087,topic_00053,related,1.0
topic_00087,topic_00009,related,1.0
topic_00087,topic_00045,related,1.0
topic_00087,topic_00046,related,1.0
topic_00087,topic_00017,related,1.0
topic_00087,topic_00077,related,1.0
topic_00087,topic_00094,related,1.0
topic_00087,topic_00092,related,1.0
topic_00087,topic_00125,related,1.0
topic_00087,topic_00070,related,1.0
topic_00087,topic_00088,related,1.0
topic_00087,topic_00118,related,1.0
topic_00087,topic_00032,related,1.0
topic_00087,topic_00114,related,1.0
topic_00087,topic_00037,related,1.0
topic_00087,topic_00109,related,1.0
topic_00087,topic_00020,related,1.0
topic_00087,topic_00124,related,1.0
topic_00087,topic_00105,related,1.0
topic_00087,topic_00111,related,1.0
topic_00087,topic_00065,related,1.0
topic_00087,topic_00040,related,1.0
topic_00119,topic_00126,related,1.0
topic_00119,topic_00056,related,1.0
topic_00119,topic_00098,related,1.0
topic_00119,topic_00082,related,1.0
topic_00119,topic_00071,related,1.0
topic_00119,topic_00030,related,1.0
topic_00119,topic_00099,related,1.0
topic_00119,topic_00005,related,1.0
topic_00119,topic_00027,related,1.0
topic_00119,topic_00069,related,1.0
topic_00119,topic_00044,related,1.0
topic_00119,topic_00015,related,1.0
topic_00119,topic_00047,related,1.0
topic_00119,topic_00129,related,1.0
topic_00119,topic_00057,related,1.0
topic_00119,topic_00034,related,1.0
topic_00119,topic_00090,related,1.0
topic_00119,topic_00074,related,1.0
topic_00119,topic_00053,related,1.0
topic_00119,topic_00009,related,1.0
topic_00119,topic_00045,related,1.0
topic_00119,topic_00046,related,1.0
topic_00119,topic_00017,related,1.0
topic_00119,topic_00077,related,1.0
topic_00119,topic_00094,related,1.0
topic_00119,topic_00092,related,1.0
topic_00119,topic_00125,related,1.0
topic_00119,topic_00070,related,1.0
topic_00119,topic_00088,related,1.0
topic_00119,topic_00118,related,1.0
topic_00119,topic_00032,related,1.0
topic_00119,topic_00114,related,1.0
topic_00119,topic_00037,related,1.0
topic_00119,topic_00109,related,1.0
topic_00119,topic_00020,related,1.0
topic_00119,topic_00124,related,1.0
topic_00119,topic_00105,related,1.0
topic_00119,topic_00111,related,1.0
topic_00119,topic_00065,related,1.0
topic_00119,topic_00040,related,1.0
topic_00126,topic_00056,related,1.0
topic_00126,topic_00098,related,1.0
topic_00126,topic_00082,related,1.0
topic_00126,topic_00071,related,1.0
topic_00126,topic_00030,related,1.0
topic_00126,topic_00099,related,1.0
topic_00126,topic_00005,related,1.0
topic_00126,topic_00027,related,1.0
topic_00126,topic_00069,related,1.0
topic_00126,topic_00044,related,1.0
topic_00126,topic_00015,related,1.0
topic_00126,topic_00047,related,1.0
topic_00126,topic_00129,related,1.0
topic_00126,topic_00057,related,1.0
topic_00126,topic_00034,related,1.0
topic_00126,topic_00090,related,1.0
topic_00126,topic_00074,related,1.0
topic_00126,topic_00053,related,1.0
topic_00126,topic_00009,related,1.0
topic_00126,topic_00045,related,1.0
topic_00126,topic_00046,related,1.0
topic_00126,topic_00017,related,1.0
topic_00126,topic_00077,related,1.0
topic_00126,topic_00094,related,1.0
topic_00126,topic_00092,related,1.0
topic_00126,topic_00125,related,1.0
topic_00126,topic_00070,related,1.0
topic_00126,topic_00088,related,1.0
topic_00126,topic_00118,related,1.0
topic_00126,topic_00032,related,1.0
topic_00126,topic_00114,related,1.0
topic_00126,topic_00037,related,1.0
topic_00126,topic_00109,related,1.0
topic_00126,topic_00020,related,1.0
topic_00126,topic_00124,related,1.0
topic_00126,topic_00105,related,1.0
topic_00126,topic_00111,related,1.0
topic_00126,topic_00065,related,1.0
topic_00126,topic_00040,related,1.0
topic_00056,topic_00098,related,1.0
topic_00056,topic_00082,related,1.0
topic_00056,topic_00071,related,1.0
topic_00056,topic_00030,related,1.0
topic_00056,topic_00099,related,1.0
topic_00056,topic_00005,related,1.0
topic_00056,topic_00027,related,1.0
topic_00056,topic_00069,related,1.0
topic_00056,topic_00044,related,1.0
topic_00056,topic_00015,related,1.0
topic_00056,topic_00047,related,1.0
topic_00056,topic_00129,related,1.0
topic_00056,topic_00057,related,1.0
topic_00056,topic_00034,related,1.0
topic_00056,topic_00090,related,1.0
topic_00056,topic_00074,related,1.0
topic_00056,topic_00053,related,1.0
topic_00056,topic_00009,related,1.0
topic_00056,topic_00045,related,1.0
topic_00056,topic_00046,related,1.0
topic_00056,topic_00017,related,1.0
topic_00056,topic_00077,related,1.0
topic_00056,topic_00094,related,1.0
topic_00056,topic_00092,related,1.0
topic_00056,topic_00125,related,1.0
topic_00056,topic_00070,related,1.0
topic_00056,topic_00088,related,1.0
topic_00056,topic_00118,related,1.0
topic_00056,topic_00032,related,1.0
topic_00056,topic_00114,related,1.0
topic_00056,topic_00037,related,1.0
topic_00056,topic_00109,related,1.0
topic_00056,topic_00020,related,1.0
topic_00056,topic_00124,related,1.0
topic_00056,topic_00105,related,1.0
topic_00056,topic_00111,related,1.0
topic_00056,topic_00065,related,1.0
topic_00056,topic_00040,related,1.0
topic_00098,topic_00082,related,1.0
topic_00098,topic_00071,related,1.0
topic_00098,topic_00030,related,1.0
topic_00098,topic_00099,related,1.0
topic_00098,topic_00005,related,1.0
topic_00098,topic_00027,related,1.0
topic_00098,topic_00069,related,1.0
topic_00098,topic_00044,related,1.0
topic_00098,topic_00015,related,1.0
topic_00098,topic_00047,related,1.0
topic_00098,topic_00129,related,1.0
topic_00098,topic_00057,related,1.0
topic_00098,topic_00034,related,1.0
topic_00098,topic_00090,related,1.0
topic_00098,topic_00074,related,1.0
topic_00098,topic_00053,related,1.0
topic_00098,topic_00009,related,1.0
topic_00098,topic_00045,related,1.0
topic_00098,topic_00046,related,1.0
topic_00098,topic_00017,related,1.0
topic_00098,topic_00077,related,1.0
topic_00098,topic_00094,related,1.0
topic_00098,topic_00092,related,1.0
topic_00098,topic_00125,related,1.0
topic_00098,topic_00070,related,1.0
topic_00098,topic_00088,related,1.0
topic_00098,topic_00118,related,1.0
topic_00098,topic_00032,related,1.0
topic_00098,topic_00114,related,1.0
topic_00098,topic_00037,related,1.0
topic_00098,topic_00109,related,1.0
topic_00098,topic_00020,related,1.0
topic_00098,topic_00124,related,1.0
topic_00098,topic_00105,related,1.0
topic_00098,topic_00111,related,1.0
topic_00098,topic_00065,related,1.0
topic_00098,topic_00040,related,1.0
topic_00082,topic_00071,related,1.0
topic_00082,topic_00030,related,1.0
topic_00082,topic_00099,related,1.0
topic_00082,topic_00005,related,1.0
topic_00082,topic_00027,related,1.0
topic_00082,topic_00069,related,1.0
topic_00082,topic_00044,related,1.0
topic_00082,topic_00015,related,1.0
topic_00082,topic_00047,related,1.0
topic_00082,topic_00129,related,1.0
topic_00082,topic_00057,related,1.0
topic_00082,topic_00034,related,1.0
topic_00082,topic_00090,related,1.0
topic_00082,topic_00074,related,1.0
topic_00082,topic_00053,related,1.0
topic_00082,topic_00009,related,1.0
topic_00082,topic_00045,related,1.0
topic_00082,topic_00046,related,1.0
topic_00082,topic_00017,related,1.0
topic_00082,topic_00077,related,1.0
topic_00082,topic_00094,related,1.0
topic_00082,topic_00092,related,1.0
topic_00082,topic_00125,related,1.0
topic_00082,topic_00070,related,1.0
topic_00082,topic_00088,related,1.0
topic_00082,topic_00118,related,1.0
topic_00082,topic_00032,related,1.0
topic_00082,topic_00114,related,1.0
topic_00082,topic_00037,related,1.0
topic_00082,topic_00109,related,1.0
topic_00082,topic_00020,related,1.0
topic_00082,topic_00124,related,1.0
topic_00082,topic_00105,related,1.0
topic_00082,topic_00111,related,1.0
topic_00082,topic_00065,related,1.0
topic_00082,topic_00040,related,1.0
topic_00071,topic_00030,related,1.0
topic_00071,topic_00099,related,1.0
topic_00071,topic_00005,related,1.0
topic_00071,topic_00027,related,1.0
topic_00071,topic_00069,related,1.0
topic_00071,topic_00044,related,1.0
topic_00071,topic_00015,related,1.0
topic_00071,topic_00047,related,1.0
topic_00071,topic_00129,related,1.0
topic_00071,topic_00057,related,1.0
topic_00071,topic_00034,related,1.0
topic_00071,topic_00090,related,1.0
topic_00071,topic_00074,related,1.0
topic_00071,topic_00053,related,1.0
topic_00071,topic_00009,related,1.0
topic_00071,topic_00045,related,1.0
topic_00071,topic_00046,related,1.0
topic_00071,topic_00017,related,1.0
topic_00071,topic_00077,related,1.0
topic_00071,topic_00094,related,1.0
topic_00071,topic_00092,related,1.0
topic_00071,topic_00125,related,1.0
topic_00071,topic_00070,related,1.0
topic_00071,topic_00088,related,1.0
topic_00071,topic_00118,related,1.0
topic_00071,topic_00032,related,1.0
topic_00071,topic_00114,related,1.0
topic_00071,topic_00037,related,1.0
topic_00071,topic_00109,related,1.0
topic_00071,topic_00020,related,1.0
topic_00071,topic_00124,related,1.0
topic_00071,topic_00105,related,1.0
topic_00071,topic_00111,related,1.0
topic_00071,topic_00065,related,1.0
topic_00071,topic_00040,related,1.0
topic_00030,topic_00099,related,1.0
topic_00030,topic_00005,related,1.0
topic_00030,topic_00027,related,1.0
topic_00030,topic_00069,related,1.0
topic_00030,topic_00044,related,1.0
topic_00030,topic_00015,related,1.0
topic_00030,topic_00047,related,1.0
topic_00030,topic_00129,related,1.0
topic_00030,topic_00057,related,1.0
topic_00030,topic_00034,related,1.0
topic_00030,topic_00090,related,1.0
topic_00030,topic_00074,related,1.0
topic_00030,topic_00053,related,1.0
topic_00030,topic_00009,related,1.0
topic_00030,topic_00045,related,1.0
topic_00030,topic_00046,related,1.0
topic_00030,topic_00017,related,1.0
topic_00030,topic_00077,related,1.0
topic_00030,topic_00094,related,1.0
topic_00030,topic_00092,related,1.0
topic_00030,topic_00125,related,1.0
topic_00030,topic_00070,related,1.0
topic_00030,topic_00088,related,1.0
topic_00030,topic_00118,related,1.0
topic_00030,topic_00032,related,1.0
topic_00030,topic_00114,related,1.0
topic_00030,topic_00037,related,1.0
topic_00030,topic_00109,related,1.0
topic_00030,topic_00020,related,1.0
topic_00030,topic_00124,related,1.0
topic_00030,topic_00105,related,1.0
topic_00030,topic_00111,related,1.0
topic_00030,topic_00065,related,1.0
topic_00030,topic_00040,related,1.0
topic_00099,topic_00005,related,1.0
topic_00099,topic_00027,related,1.0
topic_00099,topic_00069,related,1.0
topic_00099,topic_00044,related,1.0
topic_00099,topic_00015,related,1.0
topic_00099,topic_00047,related,1.0
topic_00099,topic_00129,related,1.0
topic_00099,topic_00057,related,1.0
topic_00099,topic_00034,related,1.0
topic_00099,topic_00090,related,1.0
topic_00099,topic_00074,related,1.0
topic_00099,topic_00053,related,1.0
topic_00099,topic_00009,related,1.0
topic_00099,topic_00045,related,1.0
topic_00099,topic_00046,related,1.0
topic_00099,topic_00017,related,1.0
topic_00099,topic_00077,related,1.0
topic_00099,topic_00094,related,1.0
topic_00099,topic_00092,related,1.0
topic_00099,topic_00125,related,1.0
topic_00099,topic_00070,related,1.0
topic_00099,topic_00088,related,1.0
topic_00099,topic_00118,related,1.0
topic_00099,topic_00032,related,1.0
topic_00099,topic_00114,related,1.0
topic_00099,topic_00037,related,1.0
topic_00099,topic_00109,related,1.0
topic_00099,topic_00020,related,1.0
topic_00099,topic_00124,related,1.0
topic_00099,topic_00105,related,1.0
topic_00099,topic_00111,related,1.0
topic_00099,topic_00065,related,1.0
topic_00099,topic_00040,related,1.0
topic_00005,topic_00027,related,1.0
topic_00005,topic_00069,related,1.0
topic_00005,topic_00044,related,1.0
topic_00005,topic_00015,related,1.0
topic_00005,topic_00047,related,1.0
topic_00005,topic_00129,related,1.0
topic_00005,topic_00057,related,1.0
topic_00005,topic_00034,related,1.0
topic_00005,topic_00090,related,1.0
topic_00005,topic_00074,related,1.0
topic_00005,topic_00053,related,1.0
topic_00005,topic_00009,related,1.0
topic_00005,topic_00045,related,1.0
topic_00005,topic_00046,related,1.0
topic_00005,topic_00017,related,1.0
topic_00005,topic_00077,related,1.0
topic_00005,topic_00094,related,1.0
topic_00005,topic_00092,related,1.0
topic_00005,topic_00125,related,1.0
topic_00005,topic_00070,related,1.0
topic_00005,topic_00088,related,1.0
topic_00005,topic_00118,related,1.0
topic_00005,topic_00032,related,1.0
topic_00005,topic_00114,related,1.0
topic_00005,topic_00037,related,1.0
topic_00005,topic_00109,related,1.0
topic_00005,topic_00020,related,1.0
topic_00005,topic_00124,related,1.0
topic_00005,topic_00105,related,1.0
topic_00005,topic_00111,related,1.0
topic_00005,topic_00065,related,1.0
topic_00005,topic_00040,related,1.0
topic_00027,topic_00069,related,1.0
topic_00027,topic_00044,related,1.0
topic_00027,topic_00015,related,1.0
topic_00027,topic_00047,related,1.0
topic_00027,topic_00129,related,1.0
topic_00027,topic_00057,related,1.0
topic_00027,topic_00034,related,1.0
topic_00027,topic_00090,related,1.0
topic_00027,topic_00074,related,1.0
topic_00027,topic_00053,related,1.0
topic_00027,topic_00009,related,1.0
topic_00027,topic_00045,related,1.0
topic_00027,topic_00046,related,1.0
topic_00027,topic_00017,related,1.0
topic_00027,topic_00077,related,1.0
topic_00027,topic_00094,related,1.0
topic_00027,topic_00092,related,1.0
topic_00027,topic_00125,related,1.0
topic_00027,topic_00070,related,1.0
topic_00027,topic_00088,related,1.0
topic_00027,topic_00118,related,1.0
topic_00027,topic_00032,related,1.0
topic_00027,topic_00114,related,1.0
topic_00027,topic_00037,related,1.0
topic_00027,topic_00109,related,1.0
topic_00027,topic_00020,related,1.0
topic_00027,topic_00124,related,1.0
topic_00027,topic_00105,related,1.0
topic_00027,topic_00111,related,1.0
topic_00027,topic_00065,related,1.0
topic_00027,topic_00040,related,1.0
topic_00069,topic_00044,related,1.0
topic_00069,topic_00015,related,1.0
topic_00069,topic_00047,related,1.0
topic_00069,topic_00129,related,1.0
topic_00069,topic_00057,related,1.0
topic_00069,topic_00034,related,1.0
topic_00069,topic_00090,related,1.0
topic_00069,topic_00074,related,1.0
topic_00069,topic_00053,related,1.0
topic_00069,topic_00009,related,1.0
topic_00069,topic_00045,related,1.0
topic_00069,topic_00046,related,1.0
topic_00069,topic_00017,related,1.0
topic_00069,topic_00077,related,1.0
topic_00069,topic_00094,related,1.0
topic_00069,topic_00092,related,1.0
topic_00069,topic_00125,related,1.0
topic_00069,topic_00070,related,1.0
topic_00069,topic_00088,related,1.0
topic_00069,topic_00118,related,1.0
topic_00069,topic_00032,related,1.0
topic_00069,topic_00114,related,1.0
topic_00069,topic_00037,related,1.0
topic_00069,topic_00109,related,1.0
topic_00069,topic_00020,related,1.0
topic_00069,topic_00124,related,1.0
topic_00069,topic_00105,related,1.0
topic_00069,topic_00111,related,1.0
topic_00069,topic_00065,related,1.0
topic_00069,topic_00040,related,1.0
topic_00044,topic_00015,related,1.0
topic_00044,topic_00047,related,1.0
topic_00044,topic_00129,related,1.0
topic_00044,topic_00057,related,1.0
topic_00044,topic_00034,related,1.0
topic_00044,topic_00090,related,1.0
topic_00044,topic_00074,related,1.0
topic_00044,topic_00053,related,1.0
topic_00044,topic_00009,related,1.0
topic_00044,topic_00045,related,1.0
topic_00044,topic_00046,related,1.0
topic_00044,topic_00017,related,1.0
topic_00044,topic_00077,related,1.0
topic_00044,topic_00094,related,1.0
topic_00044,topic_00092,related,1.0
topic_00044,topic_00125,related,1.0
topic_00044,topic_00070,related,1.0
topic_00044,topic_00088,related,1.0
topic_00044,topic_00118,related,1.0
topic_00044,topic_00032,related,1.0
topic_00044,topic_00114,related,1.0
topic_00044,topic_00037,related,1.0
topic_00044,topic_00109,related,1.0
topic_00044,topic_00020,related,1.0
topic_00044,topic_00124,related,1.0
topic_00044,topic_00105,related,1.0
topic_00044,topic_00111,related,1.0
topic_00044,topic_00065,related,1.0
topic_00044,topic_00040,related,1.0
topic_00015,topic_00047,related,1.0
topic_00015,topic_00129,related,1.0
topic_00015,topic_00057,related,1.0
topic_00015,topic_00034,related,1.0
topic_00015,topic_00090,related,1.0
topic_00015,topic_00074,related,1.0
topic_00015,topic_00053,related,1.0
topic_00015,topic_00009,related,1.0
topic_00015,topic_00045,related,1.0
topic_00015,topic_00046,related,1.0
topic_00015,topic_00017,related,1.0
topic_00015,topic_00077,related,1.0
topic_00015,topic_00094,related,1.0
topic_00015,topic_00092,related,1.0
topic_00015,topic_00125,related,1.0
topic_00015,topic_00070,related,1.0
topic_00015,topic_00088,related,1.0
topic_00015,topic_00118,related,1.0
topic_00015,topic_00032,related,1.0
topic_00015,topic_00114,related,1.0
topic_00015,topic_00037,related,1.0
topic_00015,topic_00109,related,1.0
topic_00015,topic_00020,related,1.0
topic_00015,topic_00124,related,1.0
topic_00015,topic_00105,related,1.0
topic_00015,topic_00111,related,1.0
topic_00015,topic_00065,related,1.0
topic_00015,topic_00040,related,1.0
topic_00047,topic_00129,related,1.0
topic_00047,topic_00057,related,1.0
topic_00047,topic_00034,related,1.0
topic_00047,topic_00090,related,1.0
topic_00047,topic_00074,related,1.0
topic_00047,topic_00053,related,1.0
topic_00047,topic_00009,related,1.0
topic_00047,topic_00045,related,1.0
topic_00047,topic_00046,related,1.0
topic_00047,topic_00017,related,1.0
topic_00047,topic_00077,related,1.0
topic_00047,topic_00094,related,1.0
topic_00047,topic_00092,related,1.0
topic_00047,topic_00125,related,1.0
topic_00047,topic_00070,related,1.0
topic_00047,topic_00088,related,1.0
topic_00047,topic_00118,related,1.0
topic_00047,topic_00032,related,1.0
topic_00047,topic_00114,related,1.0
topic_00047,topic_00037,related,1.0
topic_00047,topic_00109,related,1.0
topic_00047,topic_00020,related,1.0
topic_00047,topic_00124,related,1.0
topic_00047,topic_00105,related,1.0
topic_00047,topic_00111,related,1.0
topic_00047,topic_00065,related,1.0
topic_00047,topic_00040,related,1.0
topic_00129,topic_00057,related,1.0
topic_00129,topic_00034,related,1.0
topic_00129,topic_00090,related,1.0
topic_00129,topic_00074,related,1.0
topic_00129,topic_00053,related,1.0
topic_00129,topic_00009,related,1.0
topic_00129,topic_00045,related,1.0
topic_00129,topic_00046,related,1.0
topic_00129,topic_00017,related,1.0
topic_00129,topic_00077,related,1.0
topic_00129,topic_00094,related,1.0
topic_00129,topic_00092,related,1.0
topic_00129,topic_00125,related,1.0
topic_00129,topic_00070,related,1.0
topic_00129,topic_00088,related,1.0
topic_00129,topic_00118,related,1.0
topic_00129,topic_00032,related,1.0
topic_00129,topic_00114,related,1.0
topic_00129,topic_00037,related,1.0
topic_00129,topic_00109,related,1.0
topic_00129,topic_00020,related,1.0
topic_00129,topic_00124,related,1.0
topic_00129,topic_00105,related,1.0
topic_00129,topic_00111,related,1.0
topic_00129,topic_00065,related,1.0
topic_00129,topic_00040,related,1.0
topic_00057,topic_00034,related,1.0
topic_00057,topic_00090,related,1.0
topic_00057,topic_00074,related,1.0
topic_00057,topic_00053,related,1.0
topic_00057,topic_00009,related,1.0
topic_00057,topic_00045,related,1.0
topic_00057,topic_00046,related,1.0
topic_00057,topic_00017,related,1.0
topic_00057,topic_00077,related,1.0
topic_00057,topic_00094,related,1.0
topic_00057,topic_00092,related,1.0
topic_00057,topic_00125,related,1.0
topic_00057,topic_00070,related,1.0
topic_00057,topic_00088,related,1.0
topic_00057,topic_00118,related,1.0
topic_00057,topic_00032,related,1.0
topic_00057,topic_00114,related,1.0
topic_00057,topic_00037,related,1.0
topic_00057,topic_00109,related,1.0
topic_00057,topic_00020,related,1.0
topic_00057,topic_00124,related,1.0
topic_00057,topic_00105,related,1.0
topic_00057,topic_00111,related,1.0
topic_00057,topic_00065,related,1.0
topic_00057,topic_00040,related,1.0
topic_00034,topic_00090,related,1.0
topic_00034,topic_00074,related,1.0
topic_00034,topic_00053,related,1.0
topic_00034,topic_00009,related,1.0
topic_00034,topic_00045,related,1.0
topic_00034,topic_00046,related,1.0
topic_00034,topic_00017,related,1.0
topic_00034,topic_00077,related,1.0
topic_00034,topic_00094,related,1.0
topic_00034,topic_00092,related,1.0
topic_00034,topic_00125,related,1.0
topic_00034,topic_00070,related,1.0
topic_00034,topic_00088,related,1.0
topic_00034,topic_00118,related,1.0
topic_00034,topic_00032,related,1.0
topic_00034,topic_00114,related,1.0
topic_00034,topic_00037,related,1.0
topic_00034,topic_00109,related,1.0
topic_00034,topic_00020,related,1.0
topic_00034,topic_00124,related,1.0
topic_00034,topic_00105,related,1.0
topic_00034,topic_00111,related,1.0
topic_00034,topic_00065,related,1.0
topic_00034,topic_00040,related,1.0
topic_00090,topic_00074,related,1.0
topic_00090,topic_00053,related,1.0
topic_00090,topic_00009,related,1.0
topic_00090,topic_00045,related,1.0
topic_00090,topic_00046,related,1.0
topic_00090,topic_00017,related,1.0
topic_00090,topic_00077,related,1.0
topic_00090,topic_00094,related,1.0
topic_00090,topic_00092,related,1.0
topic_00090,topic_00125,related,1.0
topic_00090,topic_00070,related,1.0
topic_00090,topic_00088,related,1.0
topic_00090,topic_00118,related,1.0
topic_00090,topic_00032,related,1.0
topic_00090,topic_00114,related,1.0
topic_00090,topic_00037,related,1.0
topic_00090,topic_00109,related,1.0
topic_00090,topic_00020,related,1.0
topic_00090,topic_00124,related,1.0
topic_00090,topic_00105,related,1.0
topic_00090,topic_00111,related,1.0
topic_00090,topic_00065,related,1.0
topic_00090,topic_00040,related,1.0
topic_00074,topic_00053,related,1.0
topic_00074,topic_00009,related,1.0
topic_00074,topic_00045,related,1.0
topic_00074,topic_00046,related,1.0
topic_00074,topic_00017,related,1.0
topic_00074,topic_00077,related,1.0
topic_00074,topic_00094,related,1.0
topic_00074,topic_00092,related,1.0
topic_00074,topic_00125,related,1.0
topic_00074,topic_00070,related,1.0
topic_00074,topic_00088,related,1.0
topic_00074,topic_00118,related,1.0
topic_00074,topic_00032,related,1.0
topic_00074,topic_00114,related,1.0
topic_00074,topic_00037,related,1.0
topic_00074,topic_00109,related,1.0
topic_00074,topic_00020,related,1.0
topic_00074,topic_00124,related,1.0
topic_00074,topic_00105,related,1.0
topic_00074,topic_00111,related,1.0
topic_00074,topic_00065,related,1.0
topic_00074,topic_00040,related,1.0
topic_00053,topic_00009,related,1.0
topic_00053,topic_00045,related,1.0
topic_00053,topic_00046,related,1.0
topic_00053,topic_00017,related,1.0
topic_00053,topic_00077,related,1.0
topic_00053,topic_00094,related,1.0
topic_00053,topic_00092,related,1.0
topic_00053,topic_00125,related,1.0
topic_00053,topic_00070,related,1.0
topic_00053,topic_00088,related,1.0
topic_00053,topic_00118,related,1.0
topic_00053,topic_00032,related,1.0
topic_00053,topic_00114,related,1.0
topic_00053,topic_00037,related,1.0
topic_00053,topic_00109,related,1.0
topic_00053,topic_00020,related,1.0
topic_00053,topic_00124,related,1.0
topic_00053,topic_00105,related,1.0
topic_00053,topic_00111,related,1.0
topic_00053,topic_00065,related,1.0
topic_00053,topic_00040,related,1.0
topic_00009,topic_00045,related,1.0
topic_00009,topic_00046,related,1.0
topic_00009,topic_00017,related,1.0
topic_00009,topic_00077,related,1.0
topic_00009,topic_00094,related,1.0
topic_00009,topic_00092,related,1.0
topic_00009,topic_00125,related,1.0
topic_00009,topic_00070,related,1.0
topic_00009,topic_00088,related,1.0
topic_00009,topic_00118,related,1.0
topic_00009,topic_00032,related,1.0
topic_00009,topic_00114,related,1.0
topic_00009,topic_00037,related,1.0
topic_00009,topic_00109,related,1.0
topic_00009,topic_00020,related,1.0
topic_00009,topic_00124,related,1.0
topic_00009,topic_00105,related,1.0
topic_00009,topic_00111,related,1.0
topic_00009,topic_00065,related,1.0
topic_00009,topic_00040,related,1.0
topic_00045,topic_00046,related,1.0
topic_00045,topic_00017,related,1.0
topic_00045,topic_00077,related,1.0
topic_00045,topic_00094,related,1.0
topic_00045,topic_00092,related,1.0
topic_00045,topic_00125,related,1.0
topic_00045,topic_00070,related,1.0
topic_00045,topic_00088,related,1.0
topic_00045,topic_00118,related,1.0
topic_00045,topic_00032,related,1.0
topic_00045,topic_00114,related,1.0
topic_00045,topic_00037,related,1.0
topic_00045,topic_00109,related,1.0
topic_00045,topic_00020,related,1.0
topic_00045,topic_00124,related,1.0
topic_00045,topic_00105,related,1.0
topic_00045,topic_00111,related,1.0
topic_00045,topic_00065,related,1.0
topic_00045,topic_00040,related,1.0
topic_00046,topic_00017,related,1.0
topic_00046,topic_00077,related,1.0
topic_00046,topic_00094,related,1.0
topic_00046,topic_00092,related,1.0
topic_00046,topic_00125,related,1.0
topic_00046,topic_00070,related,1.0
